platform,country,app_id,app_name,description,genre,store_url,idea_desc,collected_data,category_id,function_type,is_boundary_case,note
android,kr,com.theinnerhour.b2b,Amaha: Mental Health Therapy,"InnerHour는 Amaha와 함께 새롭게 시작합니다.

기분이 나아지고 더 나은 상태를 유지할 수 있도록 도와주는 장소인 Amaha는 훈련된 심리학자와 면허가 있는 정신과 의사가 건설했습니다. 이 앱은 자기 관리, 치료 및 커뮤니티 지원을 통해 정신 건강을 개선하고, 마음챙김을 기르고, 숙면을 취할 수 있도록 도와줍니다.

핵심 Amaha 경험에는 다음이 포함됩니다.
- 자조 도구
- 자조 활동
- 사용하기 쉬운 추적기
- 전문가가 선별한 리소스
- 아마하 커뮤니티

<b> Amaha 체험하기 </b>
InnerHour는 모든 정신 건강에 대한 원스톱 솔루션이었습니다. Amaha는 모든 사람을 위한 곳입니다. 생각을 기록할 공간이 필요하든, 차분함을 느끼기 위해 명상을 연습하든, 우울증, 스트레스, 불안, 수면으로 어려움을 겪고 있거나, 자조 도구나 전문적인 지원이 필요하든, 이곳은 당신에게 적합한 곳입니다.

귀하를 더 잘 이해하는 데 도움이 되는 평가로 여정을 시작할 수 있습니다. 귀하의 필요에 따라 전문 정신 건강 과정을 찾아보십시오. 각 과정에는 수면 관리, 분노 관리, 스트레스 해결, 우울증 극복, 불안 극복, 생각 기록, 명상 연습, 자신 돌보기, 평온함을 느끼도록 설계된 다양한 도구가 있습니다.

<b> 자가 진단 도구 살펴보기 </b>
스트레스를 완화하고, 마음챙김을 하고, 행복을 심어줄 수 있도록 Amaha는 CBT, 마음챙김 및 긍정적 심리학 원칙을 기반으로 향상된 경험을 제공합니다. InnerHour 정신을 생생하게 유지하면서 500개 이상의 자기 관리, 마음챙김, 명상 활동(예: 확인, 가이드 저널 및 불안 완화 명상 오디오)을 통해 차분함을 습관으로 만드는 데 도움을 드릴 수 있습니다.

<b> 자조 활동 액세스 </b>
일관된 목표, 명상, 일지 작성 및 이와 유사한 건강한 습관은 정신 건강을 개선하여 더 오래 지속됩니다. 향상된 Amaha 앱을 사용하여 저널을 추적하고 더 나은 수면을 위해 일정을 맞춥니다. 이러한 활동은 매일 개선하고 침착하게 유지하며 스트레스를 줄이도록 동기를 부여합니다.
 
<b> 사용하기 쉬운 추적기 </b>
자신의 감정과 감정을 이해하는 것은 정신 건강과 자기 관리의 또 다른 필수 부분입니다. 기분 추적기를 사용하여 매일의 기분을 효과적으로 표시하고 주간 기분 차트를 통해 분석하세요. 이렇게 하면 매일의 기분을 계속 인식하고 정신 건강에 대한 더 깊은 통찰력을 얻을 수 있습니다. 그런 다음 모든 패턴을 이해하고 그에 따라 작업하는 방법을 찾고 다양한 상황에서 침착함을 유지할 수 있습니다. 목표 추적기에서 일일 자기 관리 목표를 설정하여 정신 건강을 개선하고 더 많은 것을 성취하는 데 도움이 되는 작업을 추가할 수도 있습니다.

<b> 전문가가 선별한 리소스 살펴보기 </b>
Amaha는 전체론적 라이프스타일 개발을 돕기 위해 만들어졌습니다. 우울증, 불안 및 수면과 같은 다양한 정신 건강 문제의 원인을 이해하기 위해 블로그, 오디오 및 비디오를 포함한 선별된 리소스에 액세스하십시오. 침착함을 유지하는 다양한 방법, 행복을 불어넣는 방법, 자기 관리를 습관화하는 방법, 명상 연습의 이점 및 일기를 쓰는 방법에 대해 알아보세요.

<b> Amaha 커뮤니티의 일원이 되십시오 </b>
직접 전화를 걸어 공개적으로 이야기할 수 있는 공간인 Amaha 커뮤니티는 어려움을 공유하고 자신의 목소리를 들을 수 있도록 돕기 위해 만들어졌습니다. 우울증, 중독, OCD 또는 ADHD로 어려움을 겪고 있고 유사한 정신 건강 문제를 다루는 사람들과 연결할 수 있는 경우 저희 그룹에 가입하세요. 이것은 당신의 생각을 익명으로 공유할 수 있는 안전한 공간입니다.

Amaha(구 InnerHour) 앱은 무료로 다운로드할 수 있습니다. 우리 제품의 일부는 영원히 무료로 사용할 수 있습니다.

질문이 있는 경우 support@amahahealth.com으로 문의하십시오.
웹사이트 방문: https://www.amahahealth.com",건강/운동,https://play.google.com/store/apps/details?id=com.theinnerhour.b2b&hl=ko&gl=kr,,,,,,
android,kr,com.gen.bettermeditation,BetterMe: Mental Health,"BetterMe: 정신 건강 - 명상, 강좌, 기타 도구를 제공하는 정신 건강을 위한 올인원 앱입니다.

마음챙김은 균형 잡힌 삶의 핵심이며, BetterMe는 초보자든 전문가든 누구에게나 간단하고 실용적인 휴식 방법을 제공합니다. 오늘부터 가이드 명상에 뛰어들어 내면의 평화를 찾아보세요. 함께 좋은 기운을 느껴보세요!

정신 건강 전문가들과 협력하여 인지 행동 치료(CBT)의 효과적인 도구와 전략을 활용하여 주변 세상에 귀 기울이도록 도와드립니다.

가이드 명상, 스트레스 해소법, 호흡법, 수면 명상, 그리고 수백 가지 정신 건강 운동을 통해 마음챙김을 일상에 접목해 보세요. 마음이 맑아지면 집중력이 높아지고, 영감을 받으며, 삶의 에너지가 더욱 깊어집니다.

단 몇 분의 명상만으로도 웰빙을 크게 향상시킬 수 있습니다. 하루의 목표를 정하기 위해 빠른 호흡법을 선택하거나, 긴장을 풀기 위해 더 긴 명상을 해보세요.

BetterMe와 함께 스트레스를 줄이고, 자기애를 발견하고, 정신 건강을 증진하는 여정을 시작하세요.

🌿 BetterMe 정신 건강 기능:

• 단계별 계획
아침, 오후, 저녁으로 할 일을 정하세요. 각 활동은 호흡 운동 또는 가이드 명상으로 구성되며 5분 이내로 완료할 수 있습니다.

• 호흡 운동
걱정, 스트레스, 분노를 떨쳐낼 수 있도록 3분 호흡 세션을 제공합니다. 걷거나, 버스를 타거나, 줄을 서 있거나, 언제 어디서든 연습할 수 있습니다.

• 명상
수백 가지 가이드 명상을 통해 마음 챙김을 향상시키고, 에너지를 재충전하며, 현재 순간을 온전히 받아들이세요.

• 잠잘 때 이야기와 마음을 차분하게 하는 소리
긴 하루를 보낸 후, 마음을 차분하게 하는 이야기와 은은한 소리로 편안하게 휴식을 취하고 수면의 질을 향상시켜 보세요.

• 편안한 소리를 믹스 앤 매치하세요
눈 내리는 소리, 해변 파도 소리, 새 소리, 고양이 가르랑거리는 소리, 불 소리, 숲 소리, ​​비 소리 등 다양한 소리를 활용하여 감정에 맞는 이상적인 분위기를 조성하세요.

완벽한 저녁을 마무리하려면 슬립 타이머를 켜세요.

• 대화형 정신 건강 도우미
당신에게 꼭 맞는 상담사와 채팅을 시작하여 정서적 지원과 안내를 받으세요.

지금 BetterMe를 다운로드하고 더욱 평화롭고 균형 잡힌 삶을 위한 여정을 시작하세요.

Google Play에서 다양한 구독 플랜을 제공하므로 자신에게 가장 적합한 플랜을 선택할 수 있습니다. 구독은 무료 체험 기간 또는 현재 구독 기간 종료 24시간 전에 자동으로 갱신됩니다. Google Play 계정 설정에서 언제든지 구독을 관리하거나 취소할 수 있습니다.

ℹ️ BetterMe: 정신 건강은 휴식과 마음 챙김에 대한 일반적인 지침을 제공합니다. 이 앱은 질병의 진단, 치료, 완치 또는 예방을 위한 것이 아닙니다. 앱의 정보는 전문적인 의료 서비스를 대체할 수 없으며 모든 사람에게 적합하지 않을 수 있습니다. 위에 설명된 조언이나 활동을 실행하기 전에 반드시 의료 전문가와 상담하세요. 이 앱은 사용자의 재량에 따라 사용하세요.

이용 약관 - https://betterme.world/terms
개인정보처리방침 - https://betterme.world/privacy-policy
구독 약관 - https://betterme.world/subscription-terms",건강/운동,https://play.google.com/store/apps/details?id=com.gen.bettermeditation&hl=ko&gl=kr,,,,,,
android,kr,com.elomia.health,엘로미아: 정신 건강 AI,"엘로미아: 정신 건강과 정서적 웰빙을 위한 AI 친구

엘로미아는 여러분의 정신 건강을 돕기 위해 만들어진 강력한 AI 채팅 친구입니다. 불안을 해소하고 싶거나, 정서적 지지가 필요하거나, 마음을 정리할 공간을 찾고 있다면, 엘로미아는 사려 깊고 비밀스러운 대화를 통해 언제 어디서든 기분이 나아지도록 도와줄 거예요.
엘로미아는 단순한 챗봇이 아닙니다. 심리학적 원리에 기반한 지지적인 대화와 셀프케어 도구를 통해 정서적 웰빙을 제공하도록 설계되었습니다. 마음을 정리하고, 평온을 찾고, 성장할 수 있는 여러분만의 안전한 공간이죠.

🌱 셀프케어 지원
마음속 이야기를 털어놓고, 스트레스를 줄이며, 감정적으로 가벼워지세요. 엘로미아는 매일의 셀프케어 습관을 격려하고 회복력을 기르도록 돕습니다. 힘든 시간을 보내고 있든, 아니면 단순히 안부를 확인하고 싶든, 엘로미아는 여러분에게 꼭 맞는 지원을 제공합니다.

💬 AI 기반 정신 건강 대화
엘로미아는 첨단 AI를 사용하여 여러분의 감정 상태에 맞춰 대화합니다. 마치 치료를 받는 것처럼 느껴지지만, 부담은 전혀 없죠. 여러분과 함께 성장하는 지능적이고 사람 같은 대화를 통해 맞춤형 지원과 명확한 정신 상태를 얻으세요.

🧠 CBT에서 영감을 받은 마음 정리 도구
인지 행동 치료 (CBT)에 기반한 질문들을 통해 부정적인 생각을 바꾸고 정서적 웰빙을 개선하는 방법을 발견하세요. 이 도구들은 여러분의 정신 건강 여정을 위한 체계적인 셀프케어를 제공합니다.

🔐 비공개 및 보안
엘로미아는 개인 정보 보호를 최우선으로 생각합니다. 계정이 필요 없으며, 모든 대화는 여러분의 기기에만 저장됩니다. 감정을 표현하고 정신 건강을 돌아볼 수 있는 믿을 수 있는 공간입니다.

왜 엘로미아일까요?
- 24시간 언제든 즉각적인 정서적 지원
- 예약 없이 치료받는 듯한 대화
- 불안 해소 및 정서적 회복력을 위한 도구
- 기분에 따라 변화하는 맞춤형 셀프케어 루틴
- CBT 원리에 기반한 안내 질문
- 정신 건강을 위한 나만의 비밀 친구

주의사항:
엘로미아는 전문적인 치료, 위기 개입 또는 의학적 치료를 대체할 수 없습니다. 일반적인 정서적 지원 및 정신 건강 관리를 위해 설계되었습니다.

이용 가능한 구독:
• 월간 (자동 갱신)
• 연간 (자동 갱신)
• 평생 (무제한 이용을 위한 일회성 결제)

정서적 웰빙을 돌아보는 데 도움이 되는 친구로서, 엘로미아는 대화 기반 지원을 통해 여러분 삶의 다른 자원들을 보완해 줄 수 있습니다.

더 자세한 정보:
이용 약관: http://elomia.com/tos.html
개인 정보 처리 방침: http://elomia.com/privacy.html

피드백을 공유해주세요:
모두를 위해 엘로미아를 개선하는 데 여러분의 의견은 매우 소중합니다.
문의: support@elomia.com",건강/운동,https://play.google.com/store/apps/details?id=com.elomia.health&hl=ko&gl=kr,,,,,,
android,kr,com.mypossibleself.app,‎MyPossibleSelf: Mental Health,"마음을 향상시키는 데 사용할 수 있는 최고의 툴킷에 대한 액세스를 제공하고자 합니다. 정신 건강 분야의 세계적 리더인 Priory의 친구들과 팀을 이루어 디지털 사용에 맞게 맞춤화된 인지 행동 치료(CBT)를 사용하여 대화형 도구와 대처 전략을 만들었습니다. 우리는 함께 인생의 도전을 통해 여러분을 안내하고 여러분이 스스로를 돌볼 수 있도록 도울 것입니다. 가능성을 상상해보십시오.

귀하에게 적합한 전략

당신을 염두에 두고 설계된 혁신적인 아이디어를 사용합니다.
다음은 몇 가지 예입니다.
툴킷 - 행동을 식별하고 진행 상황을 모니터링하는 데 도움이 됩니다.
태그 - 기분에 영향을 미치는 활동, 사람 및 장소를 인식하는 데 도움이 됩니다.
기분 추적기 - 기분을 기록하고 기분을 이해하는 데 도움이 됩니다.
시각 및 청각 운동 - 기분을 좋게 하고 마음을 편안하게 하거나 잠이 들도록 도와줍니다.
통찰력 - 자신을 더 잘 이해하고 좋아하는 일을 더 많이 할 수 있도록 도와줍니다.
저널 - 순간의 걱정, 감정 및 행동을 기록합니다.
동기 부여 메시지 및 팁 - 모든 단계를 격려합니다.

더 행복하고 건강한 삶을 위한 여정을 시작할 준비가 되셨습니까?


그들이 말하는 것

""My Possible Self는 불안을 억제하기 위해 의사가 승인한 셀프 케어 앱입니다."" - 런던 이브닝 스탠다드
 
""당신의 정신 건강이 걱정된다면 My Possible Self가 당신을 위한 앱일 수 있습니다."" - 헬로매거진

""주머니 치료사가 있는 것과 같습니다."" - 버즈피드


커뮤니티에 가입하세요
Instagram.com/mypossibleself
Facebook.com/mypossibleselfapp
Twitter.com/mypossibleself

개인 정보 보호 정책 - https://app.mypossibleself.com/our-privacy-statement.html
이용 약관 - https://app.mypossibleself.com/our-terms-and-conditions.html",건강/운동,https://play.google.com/store/apps/details?id=com.mypossibleself.app&hl=ko&gl=kr,,,,,,
android,kr,com.bluesignum.little_lighthouse,무디 Moodee : 지금 나의 감정에 필요한 것은?,"나만의 작은 감정가이드, 무디를 만나보세요!

힘든 하루는 누구에게나 찾아오지만, 그럴 때마다 잘 이겨내는 방법을 익힐 수는 있어요. 무디에서 내 감정을 다루는 방법을 알아보세요.

■ 나의 특별한 감정을 남겨요

지금 내 마음을 표현하는 딱 맞는 단어가 생각나지 않을 때가 있죠. 연구에 따르면 감정에 정확한 이름을 붙이는 것만으로도 감정을 다루는 데 큰 도움이 된다고 해요. 무디에서는 다양한 감정 태그를 둘러보면서 내가 지금 정확히 어떤 감정을 느끼는지 살펴볼 수 있어요. 지금 느끼는 감정의 이름을 확인하는 것만으로도 한결 맑아지는 기분을 느껴보세요.

■ 지금 나에게 꼭 맞는 퀘스트를 추천받아요

감정의 파도가 덮쳐올 때면 이 감정에서 벗어나기 위해 무엇을 해야 할지 막막할 수 있어요. 어떤 감정이든 무디에 입력하면 그 감정을 다루기 위한 퀘스트를 추천해줄 거예요. 기쁠 때는 더 즐거운 하루를 위한 퀘스트를, 가라앉을 때는 더 가벼운 마음을 위한 퀘스트를 추천받을 수 있어요. 작은 행동만으로 내 마음과 내 하루가 변하는 것을 느껴보세요.

■ 내 감정에 대한 상세한 분석을 볼 수 있어요

자주 기록한 감정부터 시간대별 기분까지, 다양한 통계를 확인해보세요. 언제 어떤 감정을 느꼈는지 돌아보며 나를 더 깊이 이해할 수 있을 거예요. 월간 및 연간 보고서를 통해 나는 무엇을 느끼고, 무엇을 좋아하고, 무엇을 필요로 하고 있는지 살펴보세요. 

■ 트레이닝을 통해 생각하는 방식을 바꿔보세요

나에게 도움이 되지 않는 것 같지만 습관적으로 드는 안좋은 생각들이 있나요? 신경가소성 이른에 따르면 반복적인 경험을 통해 뇌에 새로운 연결고리를 만들 수 있다고 해요. 무디의 트레이닝에서는 다양한 가상의 시나리오에 대처하는 연습을 하면서 새로운 방식으로 생각하는 훈련을 할 수 있어요. 색다르게 생각하려 고민하는 시간이 쌓일수록 자연스럽게 더 좋은 생각습관들이 생겨날 거예요. 

■ 스토리 속 동물 친구들의 고민을 풀어주세요

자기만의 이야기 속에 갇힌 동물 친구들이 찾아왔어요! 동물 친구들의 고민을 들어주고, 알맞은 질문을 던지면서 각 친구에게 필요한 것이 무엇인지 알아낸 뒤 각자의 해피엔딩을 찾아갈 수 있도록 이끌어주세요. 어쩌면 그 과정에서 나에게 필요했던 말을 듣게 될지도 몰라요.

■ 누가 볼 걱정 없이, 마음껏 솔직해질 수 있어요

매일 무디를 사용하는 것만으로도 나만의 소중한 감정 기록장을 쌓을 수 있어요. 남들이 볼까봐 걱정된다면 비밀번호로 무디 앱을 잠글 수 있어요. 아무도 볼 수 없는 나만의 공간에서 언제든 마음껏 솔직한 마음 속 이야기들을 털어놓아보세요.
----
개발자 연락처 :
블루시그넘(주) 서울특별시 마포구 월드컵북로 44-1, 4층(연남동, 동신빌딩)
마포구, 서울특별시 03991
South Korea 8228701905 2020서울관악2445 관악구청",건강/운동,https://play.google.com/store/apps/details?id=com.bluesignum.little_lighthouse&hl=ko&gl=kr,,,,,,
android,kr,hk.treehole.mindforest,MindForest: Mental Health AI,"연중무휴 AI 웰니스 동반자.

힘드신가요? 새벽 3시에 이야기를 나눌 사람이 필요하신가요? MindForest가 당신과 함께합니다. 저희 AI 웰니스 코치 ForestSage는 편견 없이 경청하고, 감정을 정리하는 데 도움을 주며, 심리학 원칙에 기반한 맞춤형 지도를 제공합니다.

20,000명 이상의 사용자가 신뢰하며 4.7점의 평점을 받았습니다.

===

왜 MindForest를 사용해야 할까요?

AI 웰니스 코칭
ForestSage와 언제든지 대화하세요. 저희 AI는 맥락을 이해하고, 당신의 여정을 기억하며, 자연스럽게 반응합니다. 사용자들은 실제 사람과 대화하는 것 같다고 말합니다. 광둥어와 영어로 이용할 수 있습니다.

인사이트 스토리
당신의 대화는 자동으로 개인 일기가 됩니다. 통찰력을 추적하고, 패턴을 파악하며, 시간의 흐름에 따른 성장을 확인하세요. 빈 페이지에 대한 걱정 없이, 그냥 이야기하세요.

심리 평가
BIG5 성격 테스트 및 기타 심리 측정 평가를 통해 자신을 발견하세요. 당신의 심리 프로필에 맞춰진 개인화된 통찰력을 얻으세요.

성장 라이브러리
회복력, 목표 설정, 스트레스 관리, 감성 지능에 대한 인터랙티브 코스. 당신의 속도에 맞춰 학습하세요.

===

사용자들의 피드백

""정말 실제 사람 같아요. 대화 후 너무 후련했어요.""

""이것은 제가 어디든 가져갈 수 있었으면 하는 도구예요. 가장 필요할 때 사용할 수 있으니까요.""

===

이런 분께 적합합니다.

- 일상 스트레스와 감정 처리
- 자기 인식 및 감성 지능 구축
- 불안과 압도적인 감정 극복
- 개인 성장 및 자기 계발
- 심리학 학습

===

심리학 전문가들이 만들었습니다.

MindForest는 홍콩의 선도적인 심리학 교육 기관인 TreeholeHK가 개발했습니다. 우리는 심리학적 지혜와 AI 기술을 결합하여 모든 사람이 정신 건강을 이용할 수 있도록 합니다.

===

무료로 시작하세요.

지금 다운로드하고 ForestSage와 첫 대화를 시작하세요. 기본 기능은 무료입니다. 무제한 대화, 모든 평가, 전체 성장 라이브러리를 이용하려면 프리미엄으로 업그레이드하세요.

===

중요 공지
MindForest는 개인 성장을 위한 웰니스 도구이며, 전문적인 심리 치료나 정신과 치료를 대체하기 위한 것이 아닙니다. 정신 건강 위기를 겪고 있다면, 응급 서비스나 자격을 갖춘 정신 건강 전문가에게 문의하십시오.

개인 정보 보호 정책 및 약관: https://mindforest.ai/privacy-policy-t-and-c
지원: info@mindforest.ai",건강/운동,https://play.google.com/store/apps/details?id=hk.treehole.mindforest&hl=ko&gl=kr,,,,,,
android,kr,com.humart.trost2,"트로스트 - 심리상담, ASMR, 명상 앱","기록 걱정없이, 익명으로 받는 멘탈케어

■ 공인된 전문 상담사와 1:1 심리상담
• 상황, 감정 맞춤 깐깐하게 선발된 전문 심리 상담사님을 직접 선택해요.
• 원하는 시간에 채팅, 전화, 화상, 대면 상담 일정을 예약해요.
• 전문가와 함께 돌아보는 나만의 안전한 시간

■ 기분에 맞춰 듣는 명상과 ASMR
• 하루를 시작할 때, 집중할 때, 힐링할 때, 잠이 안 올 때 언제든 편안한 ASMR 사운드테라피와 함께해요.
• 사운드마다 볼륨을 조절해서 내가 원하는 대로 들을 수 있어요.

■ 나의 감정을 기록하는 감정 한 컷
• 오늘 기분은 어떤가요? 간단하게 감정기록을 남겨보세요.
• 순간의 기분을 사진처럼 찍고, 스티커와 텍스트로 특별하게 꾸며보세요.

■ 티티와 함께하는 마음 관리와 무료 심리테스트
• AI 챗봇과의 채팅으로 내 마음 속 숨은 감정을 알아봐요.
• 감정일기, 마음정리보고서, 감정스캐너로 나와의 대화를 시작하세요.
• 우울증, 불안, 자존감, 직무스트레스 등 성격테스트로 나를 알아봐요.

■ 이 모든 것을 완벽한 익명으로
닉네임으로 안전하고 편하게 즐겨보세요.
지금 트로스트에서 바로 멘탈케어를 시작해 보세요!

■ 트로스트 공식 채널
• 인스타그램: www.instagram.com/trost.official/
• 카톡 플러스친구: http://pf.kakao.com/_mywEM
----
개발자 연락처 :
Dain Co. Ltd. 149 Dosan-daero,
강남구, 서울특별시 06036
South Korea 1018616191 2025-서울강남-03821 강남구",건강/운동,https://play.google.com/store/apps/details?id=com.humart.trost2&hl=ko&gl=kr,,,,,,
android,kr,xyz.slingshot.ashley.app,Ash - AI for Mental Health,"Ash는 개인 맞춤형 정신 건강 지원을 위해 처음부터 설계된 AI입니다. Ash는 성공을 축하하고, 혼란스러운 상황을 정리하고, 힘든 날에 도움을 받을 수 있도록 지원합니다. Ash는 편견 없는 사적인 공간에서 자유롭게 이야기할 수 있도록 합니다. Ash는 사용자의 패턴을 학습하여 개인 맞춤형 통찰력을 제공함으로써 사용자가 자신을 더 깊이 이해할 수 있도록 돕습니다.

Ash는 어떻게 만들어졌나요?

대부분의 AI 도구는 인터넷 데이터를 기반으로 구축되었습니다. Ash는 인간 심리학 전문 AI로, 자체 개발한 대규모 전문가 데이터 세트를 기반으로 훈련되었으며, 인지 행동 치료(CBT), 변증법적 행동 치료(DBT), 내면 가족 시스템(IFS), ACT, 신체 치료 등 치료에서 사용되는 확립된 기법들을 활용합니다.

Ash는 세계 최고의 정신 건강 전문가들로 구성된 전문가 팀의 설계 및 개발 과정을 거쳤습니다.

Ash를 다운로드한 사용자들의 결과는 어떤가요?

Ash와 일주일에 몇 번 이상 대화하는 사용자의 경우:

91%가 목표 달성 또는 진전을 보였습니다.
평균적으로 사용자는 현실에서 의미 있는 관계를 한 개 더 갖게 되었습니다.
누가 Ash를 사용할 수 있나요?

Ash는 사용자의 고유한 정신 건강 여정을 가장 도움이 되는 방식으로 지원하기 위해 사용자의 상황에 맞춰 스스로를 구축합니다.

많은 사람들이 슬픔, 이혼, 번아웃, 실직 등과 같은 인생의 중요한 변화를 겪을 때 Ash를 사용합니다. 또한 과도한 생각, 직장 스트레스, 강박적 사고, 외로움과 같은 일상적인 어려움을 극복하는 데에도 Ash를 활용합니다. 연인 관계에 있는 커플은 Ash를 통해 애착 유형(불안형 애착, 회피형 애착 등)을 더 잘 이해하고, 의사소통을 개선하고, 경계를 설정하는 데 도움을 받습니다. Ash는 이별이나 데이트를 하는 과정에서도 유용합니다. 유산/임신 손실, 출산 후 불안감, 죄책감 등을 경험하는 수많은 남녀 또한 Ash를 통해 도움을 받습니다.

Ash는 임상적인 정신 건강 치료를 대체하는 것이 아닙니다. 불안, 우울증, 외상 후 스트레스 장애(PTSD), 강박 장애(OCD) 등으로 치료를 받고 있거나, 신경다양성을 가지고 있거나, 기타 정신 건강 문제를 겪고 있는 사람들은 Ash를 임상 치료와 병행하여 사용해야 하며, 치료를 대체해서는 안 됩니다.

Ash는 누가 만들었나요?

Ash는 치료사, 정신 건강 전문가, AI 연구원, 엔지니어, 디자이너로 구성된 팀이 개발했습니다. 저희 서비스는 개인적인 이야기, 삶의 경험, 그리고 비슷한 여정을 걷고 있는 사랑하는 사람들의 이야기에서 영감을 받았습니다.

Ash의 특징

판단하지 않음: 솔직한 감정을 이야기하고 전문가의 조언을 받으세요.
주간 인사이트: Ash는 삶의 주제와 패턴을 파악하는 데 도움을 줍니다.
장기적인 성장: Ash는 진정한 변화를 위한 노력을 지원하도록 설계되었습니다.

24시간 언제든 이용 가능: 집에서 Ash와 통화하거나, Uber에서 문자를 주고받으세요.

개인 정보 보호 최우선: 채팅은 안전하고 익명으로 처리되므로 안심하고 대화할 수 있습니다.

완벽하게 개인화된 프로그램: Ash는 각 사용자의 경험을 학습하고 맞춤형 지원을 제공합니다. 지금 필요한 정확한 방식과 치료 스타일을 경험해 보세요.

Ash는 18세 이상 사용자를 위해 설계되었습니다. Ash는 때때로 임의로 내용을 만들어낼 수 있습니다. Ash는 의학적 진단이나 치료를 대체할 수 없습니다. Ash는 의학적 조언이나 진단을 제공할 수 없으며, 제공할 의도도 없습니다. Ash와의 상호 작용은 의료 전문가와 환자 간의 관계를 형성하지 않습니다. Ash의 내용으로 인해 의료적 치료를 미루거나 회피하지 마십시오.

Ash는 위기 상황에서 사용하도록 설계된 제품이 아닙니다. 위기 상황에 처해 있다면 전문가의 도움이나 위기 상담 전화(www.findahelpline.com)를 이용하십시오.",건강/운동,https://play.google.com/store/apps/details?id=xyz.slingshot.ashley.app&hl=ko&gl=kr,,,,,,
android,kr,com.moodtools.cbtassistant.app,CBT 생각 일기 - 감정일기 & 무드트래커,"생각 일기는 스트레스, 불안, 부정적인 생각을 관리하기 위한 올인원 정신 건강 앱입니다. 근거 기반의 인지 행동 치료(CBT) 기법과 기분 추적을 통해 정신 건강을 개선하세요. 생각 일기의 맞춤형 프로그램과 도구로 더 건강한 사고 패턴을 개발하고, 회복탄력성을 키우고, 개인적 성장을 촉진하세요.

체크인으로 맞춤형 인사이트 얻기
생각 일기는 기분, 감정, 활동 추적을 통해 쉽게 자신의 상태를 파악할 수 있게 해줍니다. 기분과 행동의 패턴을 이해하기 위한 맞춤형 인사이트를 생성하고, 더 건강하고 행복한 마음을 향한 긍정적인 변화를 만들어 보세요.

생각 재구성하기
생각 일기의 디지털 CBT 사고 기록은 해로운 사고 패턴(인지 왜곡)을 식별하고 도전하여 정신 건강에 지속적이고 긍정적인 변화를 만들어줍니다.

자신 발견하기
가이드 일기가 자기 인식을 깊게 하고, 반성하고, 감정적으로 성장할 수 있는 생각을 자극하는 질문을 제공합니다. 정신 건강, 성격 등에 관한 과학적 평가를 통해 자신의 강점과 성장 영역을 더 잘 이해하세요.

CBT 기반 프로그램
생각 일기는 다양한 심리 교육 프로그램을 제공합니다. 부정적인 생각 재구성, 가면 증후군 극복, 두려움 직면 등을 배워보세요. 속성 과정은 정신 건강의 핵심 주제에 대한 짧고 매력적인 레슨을 제공합니다.

명상과 호흡법
생각 일기는 마음챙김 명상 오디오와 호흡법도 제공하여 일상의 스트레스 속에서 평온과 휴식의 순간을 찾을 수 있도록 도와줍니다.

지금 최고의 근거 기반 정신 건강 앱을 체험하고, 더 행복하고 건강한 마음을 향한 여정을 시작하세요.

---

이용 약관: https://thinkwithclarity.com/termsofservice

개인정보 처리방침: https://thinkwithclarity.com/privacypolicy",건강/운동,https://play.google.com/store/apps/details?id=com.moodtools.cbtassistant.app&hl=ko&gl=kr,,,,,,
android,kr,com.careyou.dementia,정신건강 테스트,"정신건강테스트

치매/스트레스/우울증 자가진단  테스트 할 수 있습니다. 
자세한 설명과 그림으로 테스트를 효과적으로 하실 수 있습니다.
정신 질환은 관리하고 예방하고, 지연시킬 수 있습니다.
지금 정신(두뇌) 건강 상태를 확인해 보세요.

특징
* 언제어디서나 쉽게,
* 음성과 그림으로 구성
* 치매테스트를 하고,
* 결과를 확인하고,
* 관련 동영상과 강의도 보고,
* 인지능력향상과 치매예방게임도 하고

본인의 치매 증세가 염려되시나요.
부모님의 치매가 의심되시나요.
친구와 연인이 걱정되시나요.
두뇌건강을 위한 최고의 선물입니다.

시설(복지관)전용 프로그램은 관리자를 위한 페이지와 통계를 제공합니다.
구매문의는 info@careyou.org로 연락주십시오.

website: enbrain.kr
Homepage: careyou.org
----
개발자 연락처 :
신준영 동안로 11
707동 103호
동안구, 안양시, 경기도 14100
South Korea 1388195951 2014-경기안양-00990 안양시장",건강/운동,https://play.google.com/store/apps/details?id=com.careyou.dementia&hl=ko&gl=kr,,,,,,
